"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17"
"2981","LIKINI ST + 5210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3744","ALA AOLANI ST + 1411","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3746","ALA AOLANI ST + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3747","ALA AOLANI ST + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3749","ALA AOLANI ST + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3751","ALA LANI ST + 1598","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"3753","ALA LANI ST + ALA IO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3754","ALA IOLANI ST+ ALA A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3757","ALA AOLANI ST + 1352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3803","KAHUAPAANI ST + ALA","10","0","0","0","10","10","0","0","0","10","24","0","0","0","24"
"4308","VALKENBURGH ST + RAD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2886","KRUKOWSKI RD + BUILD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2887","KRUKOWSKI RD + OPP B","0","0","0","5","5","0","0","0","5","5","0","0","0","8","8"
"2888","KRUKOWSKI RD + JARRE","6","0","0","0","6","6","0","0","0","6","6","0","0","0","6"
"2894","ALA MAHAMOE ST + OPP","6","0","0","0","6","6","0","0","0","6","6","0","0","0","6"
"2895","ALA MAHAMOE ST + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2906","ALA PUUMALU ST + ALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2909","ALA NAPUNANI ST + AL","12","0","0","0","12","12","0","0","0","12","13","0","0","0","13"
"2914","ALA PUUMALU ST + ALA","15","0","0","0","15","15","0","0","0","15","23","0","0","0","23"
"2921","LIKINI ST + 5201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2982","LIKINI ST + ALA NANU","22","0","0","0","22","22","0","0","0","22","84","0","0","0","84"
"2984","ALA NAPUNANI ST + AL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3741","ALA AOLANI ST + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3752","ALA LANI ST + 1552","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3755","ALA AOLANI ST + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4321","RADFORD DR + OPP FUQ","88","0","0","0","88","88","0","0","0","88","84","0","0","0","84"
"4360","BOUGAINVILLE DR + LA","12","0","0","0","12","12","0","0","0","12","9","0","0","0","9"
"2817","PUKOLOA ST + AHUA ST","35","0","0","0","35","35","0","0","0","35","28","0","0","0","28"
"2829","LIKINI ST + ALA AWAP","5","0","0","0","5","5","0","0","0","5","5","0","0","0","5"
"2830","LIKINI ST + ALA ALOA","16","0","0","0","16","16","0","0","0","16","5","0","0","0","5"
"2862","PUULOA RD + MAPUNAPU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2890","ALA MAHAMOE ST + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2896","ALA MAHAMOE ST + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2898","ALA MAHAMOE ST + OPP","5","0","0","0","5","5","0","0","0","5","5","0","0","0","5"
"2907","ALA PUUMALU ST + ALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2932","WANAKA ST + OPP MALU","7","0","0","0","7","7","0","0","0","7","2","0","0","0","2"
"2938","KEAKA DR + PAKINI ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2946","HALOA DR + MOLINA ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2950","PUNIHI ST + HALUPA S","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"2951","HALUPA ST + HAKUPAPA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2983","LIKINI ST + ALA NAPU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4356","BOUGAINVILLE DR + RA","40","0","0","0","40","40","0","0","0","40","79","0","0","0","79"
"4357","BOUGAINVILLE DR + RA","57","0","0","0","57","57","0","0","0","57","55","0","0","0","55"
"1863","MOANALUA RD + ALA AO","258","3","0","14","274","258","3","0","14","274","265","1","0","10","276"
"2885","KRUKOWSKI RD + BUILD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2892","ALA MAHAMOE ST + LAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2904","ALA NAPUNANI ST + AL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2911","ALA HAHANUI ST + OPP","0","0","0","29","29","0","0","0","29","29","0","0","0","80","80"
"2912","ALA HAHANUI ST + ALA","16","0","0","0","16","16","0","0","0","16","58","0","0","0","58"
"2947","HALOA DR + PIIKEA ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2823","ALA ILIMA ST + ALA N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2840","LIKINI ST + OPP ALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2922","LIKINI ST + OPP ALA","9","0","0","0","9","9","0","0","0","9","9","0","0","0","9"
"2935","UKANA ST + OPP KEAKA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2952","HALOA DR + UKALI ST","28","0","0","0","28","28","0","0","0","28","41","0","0","0","41"
"2980","LIKINI ST + ALA NANA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2816","KIKOWAENA ST + AHUA","80","0","0","0","80","80","0","0","0","80","80","0","0","0","80"
"2891","ALA MAHAMOE ST + HAK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2925","ALA LILIKOI ST + SAL","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0"
"2927","LIKINI ST + AILA ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2937","KEAKA DR + MANUWA DR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3350","RADFORD DR + FUQUA S","27","0","0","0","28","27","0","0","0","28","59","0","0","0","59"
"4480","LIKINI ST + ALA LILI","5","0","0","0","5","5","0","0","0","5","11","0","0","0","11"
"84","MIDDLE ST + KAUA ST","31","0","0","5","36","31","0","0","5","36","32","0","0","5","37"
"2864","ALA MAHAMOE ST + ALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2889","ALA MAHAMOE ST + ALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2893","ALA MAHAMOE ST + ONI","3","0","0","0","3","3","0","0","0","3","4","0","0","0","4"
"2923","LIKINI ST + ALA LILI","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2"
"2926","LIKINI PL + LIKINI S","8","0","0","0","8","8","0","0","0","8","6","0","0","0","6"
"2933","WANAKA ST + OPP MIKO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2976","LIKINI ST + LIKINI P","13","0","0","0","13","13","0","0","0","13","58","0","0","0","58"
"2839","ALA ALOALO ST + LIKI","237","0","0","0","237","237","0","0","0","237","110","0","0","0","110"
"2861","PUULOA RD + KILIHAU","9","0","0","0","9","9","0","0","0","9","9","0","0","0","9"
"2931","WANAKA ST + PUUKU MA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2969","UKANA ST + KEAKA DR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2832","LIKINI ST + 4557","11","0","0","0","11","11","0","0","0","11","11","0","0","0","11"
"2930","ALIAMANU ST + WANAKA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2944","HALOA DR + MOLEHU DR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2948","PIIKEA ST + PIIKEA P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2971","WANAKA ST + OPP PUUK","100","0","0","0","100","100","0","0","0","100","195","0","0","0","195"
"4358","BOUGAINVILLE DR + OP","25","0","0","0","25","25","0","0","0","25","26","0","0","0","26"
"4361","SALT LAKE BL + BOUGA","5","0","0","0","5","5","0","0","0","5","12","0","0","0","12"
"2822","ALA ILIMA ST + OPP A","3","0","0","0","3","3","0","0","0","3","1","0","0","0","1"
"2905","ALA NAPUNANI ST + AL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2920","LIKINI ST + OPP ALA","9","0","0","0","9","9","0","0","0","9","29","0","0","0","29"
"2953","HALOA DR + MOLEHU DR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2825","LIKINI ST + ALA LEHU","17","0","0","0","17","17","0","0","0","17","5","0","0","0","5"
"2939","LIKINI ST + PAKINI S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2964","SALT LAKE BL + BOUGA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2967","KEAKA DR + MANUWA DR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2883","KRUKOWSKI RD + PATTE","14","0","0","0","14","14","0","0","0","14","13","0","0","0","13"
"2972","ALIAMANU ST + WANAKA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2945","HALOA DR + HALUPA ST","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2"
"2940","MALUNA ST + LIKINI S","7","0","0","0","7","7","0","0","0","7","42","0","0","0","42"
"4478","ALA ILIMA ST + ALA N","87","0","0","0","87","87","0","0","0","87","32","0","0","0","32"
"2875","JARRETT WHITE RD + O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2943","HALOA DR + KUKILA ST","3","0","0","0","3","3","0","0","0","3","2","0","0","0","2"
"2975","AILA ST + LIKINI ST","2","0","0","0","2","2","0","0","0","2","2","0","0","0","2"
"4513","ALA ILIMA ST + LIKIN","70","0","0","0","70","70","0","0","0","70","75","0","0","0","75"
"2827","LIKINI ST + OPP ALA","98","0","0","0","98","98","0","0","0","98","64","0","0","0","64"
"2838","ALA ALOALO ST + PUUK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2965","MALUNA ST + LIKINI S","5","0","0","0","5","5","0","0","0","5","5","0","0","0","5"
"473","NIMITZ HWY + VALKENB","18","0","0","4","22","18","0","0","4","22","18","0","0","0","18"
"2978","ALA LILIKOI ST + ALA","0","0","0","13","13","0","0","0","13","13","0","0","0","11","11"
"2815","KAUA ST + ALA MAHAMO","46","2","0","29","77","46","2","0","29","77","41","2","0","25","68"
"2954","SALT LAKE BL + LUAPE","10","0","0","0","10","10","0","0","0","10","2","0","0","0","2"
"2569","KAHUAPAANI ST + MANA","32","0","0","0","32","32","0","0","0","32","24","0","0","0","24"
"2942","SALT LAKE BL + ALA O","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"467","NIMITZ HWY + PELTIER","35","0","0","2","37","35","0","0","2","37","43","0","0","0","44"
"2903","ALA NAPUNANI ST + OP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2833","WANAKA ST + LIKINI S","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"2876","WARD RD + TRIPLER WI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"472","NIMITZ HWY + OPP ELL","29","0","0","0","29","29","0","0","0","29","26","0","0","0","26"
"2917","ALA NAPUNANI ST + AL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2918","ALA NAPUNANI ST + LI","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"702","NIMITZ HWY + ELLIOTT","0","1","0","1","2","0","1","0","1","2","0","2","0","1","2"
"3351","VALKENBURGH ST + BOU","2","0","0","0","2","2","0","0","0","2","0","0","0","0","0"
"1865","MOANALUA RD + ALA KA","27","6","0","135","167","27","6","0","135","167","28","4","0","98","130"
"2824","ALA ILIMA ST + ALA L","2","0","0","0","2","2","0","0","0","2","2","0","0","0","2"
"2878","TRIPLER ARMY MEDICAL","9","0","0","0","9","9","0","0","0","9","7","0","0","0","7"
"2818","PUKOLOA ST + MAPUNAP","3","0","0","0","3","3","0","0","0","3","33","1","0","0","34"
"2966","LIKINI ST + PAKINI S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1932","MOANALUA RD + ALA NA","206","21","0","56","283","206","21","0","56","283","231","16","0","142","389"
"2877","WARD RD + TRIPLER WI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4290","RADFORD DR + BOUGAIN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2819","ALA ILIMA ST + ALA N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1864","MOANALUA RD + KAISER","0","0","0","4","4","0","0","0","4","4","0","0","0","4","4"
"2962","SALT LAKE BL + LUAPE","50","0","0","0","50","50","0","0","0","50","16","0","0","0","16"
"2836","WANAKA ST + MALUNA S","24","0","0","0","24","24","0","0","0","24","24","0","0","0","24"
"468","NIMITZ HWY + OPP OHO","156","0","0","0","157","156","0","0","0","157","161","0","0","0","162"
"471","NIMITZ HWY + OPP AOL","41","0","0","79","120","41","0","0","79","120","37","0","0","91","128"
"706","NIMITZ HWY + OHOHIA","20","0","0","0","20","20","0","0","0","20","42","1","0","0","43"
"164","MIDDLE ST + KAUA ST","2","0","0","0","2","2","0","0","0","2","1","0","0","0","2"
"2963","SALT LAKE BL + OPP A","13","1","0","0","14","13","1","0","0","14","8","1","0","8","17"
"2834","WANAKA ST + MIKO ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"707","NIMITZ HWY + OHOHIA","193","0","0","2","195","193","0","0","2","195","219","0","0","12","231"
"2849","PUKOLOA ST + MAPUNAP","8","13","0","111","131","8","13","0","111","131","10","5","0","201","216"
"2837","PUUKU MAUKA DR + WAN","17","0","0","0","17","17","0","0","0","17","17","0","0","0","17"
"83","MIDDLE ST + OPP KAHA","9","0","0","0","9","9","0","0","0","9","18","0","0","0","18"
"2924","ALA LILIKOI ST + ALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1931","MOANALUA RD + ALA KA","106","48","0","16","170","106","48","0","16","170","116","47","0","4","167"
"2848","ALA ILIMA ST + ALA N","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"2847","ALA ILIMA ST + ALA N","526","0","0","0","526","526","0","0","0","526","432","0","0","0","432"
"469","NIMITZ HWY + OPP PAI","128","0","0","24","152","128","0","0","24","152","151","0","0","9","160"
"2845","ALA ILIMA ST + ALA N","51","0","0","0","52","51","0","0","0","52","18","0","0","0","18"
"465","NIMITZ HWY + KAKOI S","66","0","0","7","73","66","0","0","7","73","63","0","0","7","70"
"470","NIMITZ HWY + OPP ROD","201","2","0","9","211","201","2","0","9","211","198","2","0","119","319"
"2850","AHUA ST + KIKOWAENA","60","1","0","0","61","60","1","0","0","61","59","1","0","0","59"
"163","KALIHI-PALAMA BUS FA","118","14","0","15","147","118","14","0","15","147","110","9","0","20","140"
"466","NIMITZ HWY + PUULOA","6","0","0","0","6","6","0","0","0","6","7","0","0","0","7"
"709","NIMITZ HWY + LAGOON","90","0","0","1","92","90","0","0","1","92","107","0","0","10","118"
"704","NIMITZ HWY + RODGERS","138","2","0","7","147","138","2","0","7","147","211","1","0","14","226"
"705","NIMITZ HWY + PAIEA S","205","2","0","13","220","205","2","0","13","220","276","0","0","6","282"
"2843","ALA ILIMA ST + ALA M","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4514","ALA ILIMA ST + ALA L","237","1","0","62","300","237","1","0","62","300","154","0","0","55","209"
"1035","ALIIPOE DR + ULUNE S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1871","ALIIPOE DR + 99-758","14","0","0","0","14","14","0","0","0","14","16","0","0","0","16"
"1873","ALIIPOE DR + 99-636","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1874","ALIIPOE DR + OPP HOK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1875","ALIIPOE DR + ULUNE S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1882","AIEA HEIGHTS DR + OP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1884","AIEA HEIGHTS DR + OP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1885","AIEA HEIGHTS DR + OP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1889","KAAMILO ST + KALAWIN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1892","KAAMILO ST + KULAWAI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1893","KAAMILO ST + OPP LUP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1900","KAAMILO ST + KAIMU L","5","0","0","0","5","5","0","0","0","5","2","0","0","0","2"
"1906","KAAMILO ST + OPP KAI","0","0","0","0","0","0","0","0","0","0","6","0","0","0","6"
"1907","KAAMILO ST + OPP KEA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1908","KAAMILO ST + ULUNE S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1917","KAAMILO ST + OPP KAL","2","0","0","0","2","2","0","0","0","2","0","0","0","0","0"
"1940","MOANALUA RD + MOANAL","14","0","0","0","14","14","0","0","0","14","14","0","0","0","14"
"1945","KAAHELE ST + OPP KOM","2","0","0","0","2","2","0","0","0","2","5","0","0","0","5"
"1947","KOMO MAI DR + NAHELE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1948","KOMO MAI DR + KAAHUM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1950","KAAHUMANU ST + HOOKA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1955","HOOMALU ST + 223","6","0","0","0","6","6","0","0","0","6","6","0","0","0","6"
"1956","HOOMALU ST + KOMO MA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1957","KOMO MAI DR + HOOHUL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1958","KOMO MAI DR + HOOLAU","4","0","0","0","4","4","0","0","0","4","4","0","0","0","4"
"1979","KAAHUMANU ST + HOOKA","0","0","0","0","0","0","0","0","0","0","15","0","0","3","18"
"1986","KAAHELE ST + OPP KIL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","KAAHUMANU ST + OPP N","0","0","0","0","0","0","0","0","0","0","37","0","0","0","37"
"2005","HOOMALU ST + OPP PUU","3","0","0","0","3","3","0","0","0","3","3","0","0","0","3"
"2009","HOOMAEMAE ST + HOOLA","5","0","0","0","5","5","0","0","0","5","5","0","0","0","5"
"2013","KUAHAKA ST + WAIMANO","2","0","0","0","2","2","0","0","0","2","2","0","0","0","2"
"2015","KUAHAKA ST + 1662","4","0","0","0","4","4","0","0","0","4","4","0","0","0","4"
"2016","KUAHAKA ST + PAAKAMA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2024","KUAHAKA ST + 1651","51","0","0","0","51","51","0","0","0","51","52","0","0","0","52"
"2030","HOOMAEMAE ST + HOOLA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2048","WAIMANO HOME RD + HO","17","0","0","0","17","17","0","0","0","17","8","0","0","0","8"
"2578","KAONOHI ST + ONIKINI","0","0","0","0","0","0","0","0","0","0","12","4","0","0","16"
"2579","KAONOHI ST + OPP MAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2581","KAHAPILI ST + KAOKOA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2584","KAONOHI ST + 98-818","6","0","0","0","6","6","0","0","0","6","0","0","0","0","0"
"2586","KAONOHI ST + 98-618","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2587","KAONOHI ST + OPP PEA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2588","KAONOHI ST + 98-382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2589","KAONOHI ST + MOANALU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2590","KAONOHI ST + OPP PEA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2595","KAAHELE ST + ALOALII","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2598","KAAHELE ST + KAAHELE","1","0","0","0","1","1","0","0","0","1","4","0","0","0","4"
